body,label,source,subject,synthetic
"Dear Team,

Please be informed that the scheduled system maintenance will occur on Saturday from 1:00 AM to 5:00 AM.

During this time, some services may be temporarily unavailable.

For details, visit:

http://intranet.company.com/maintenance

Thank you for your cooperation.

",1,TREC-07,Monthly System Maintenance Notification,1
"Attention all users,

Our IT department will perform scheduled system maintenance on Saturday from 1:00 AM to 5:00 AM.

During this time, access to the internal network and email services may be temporarily unavailable.

For details, visit:

http://it.company.local/maintenance

We appreciate your understanding.

",0,TREC-07,Scheduled System Maintenance Notification,1
"http://www.outsourcing-pharma.com/news/ng.asp?n=77891-south-korea-office-of-the-uited-states-trade-represe-fta-pharmaceutical

South Korea acts to save its pharma industry from US competition

US-PharmaTechnologist.com
By Katrina Megget
03/07/2007

South Korea is to inject about one trillion won ($1.07bn) into its
pharmaceutical industry to give it a rev up as the newly signed free
trade agreement (FTA) with the US comes into force.

The North Asian country's pharmaceutical industry, which is mostly
dependent on generics production, is, according to reports, anticipated
to be hit hard by the agreement, which will see innovative US
pharmaceuticals flooding the South Korean market as restraints on the
imports are removed and regulatory processes made more transparent.

While the South Korean pharmaceutical market is currently estimated to
be worth 13 trillion won, think tanks have forecast that local
production could fall by up to 168.8 billion won annually for a decade
as domestic products are forced to compete with US drugs.

South Korea, which is Asia's third-largest economy and the US's
seventh-largest trading partner, struck the free trade deal with the US
in April this year and signed it off on Saturday.

Considered the most commercially significant FTA for the US in 15 years,
the KORUS agreement would eliminate tariffs and non-tariff barriers to
trade in goods and services, promote economic growth, and enhance trade
between the US and South Korea.

In terms of the pharmaceutical sector, the FTA means the regulatory
process on drugs would be more transparent, less discriminatory and
access to drugs would be improved. There is also a commitment to
establish a patent linkage system to ensure adequate enforcement of
pharmaceutical patent rights. The provisions are reciprocal for both
countries.

The road to agreement has been rocky with the US seeking revisions to
the deal. Among those were changes to intellectual property rights and
pharmaceuticals.

The December 2006 implementation of the National Health Insurance Drug
Expenditure Rationalization Plan (DERP) by South Korea caused some
concern with changes to drug reimbursement policy, but this has been
assured to be implemented in a fair and transparent manner.

A spokesman from the Office of the United States Trade Representative
told US-PharmaTechnologist.com that the FTA was a positive and
beneficial move for US pharmaceutical companies and the Korean citizen
alike.

""We believe the pharmaceutical markets access portions of the KORUS FTA
will markedly improve the environment for U.S. pharmaceutical and
biotechnology products in Korea and enhance Korean patients' ability to
gain access to the newest and most effective medicines.""

Likewise Pharmaceutical Research and Manufacturers Association of
America president and chief executive Billy Tauzin was pleased with the
deal.

He said in a statement: ""The FTA will help enhance Korean patient's
access to the most effective, innovative cures. I am particularly
pleased by the strong protection of intellectual property rights
provided in the FTA. In the context of the FTA negotiations, Korea
committed to some significant improvements in market access for
pharmaceuticals.

""Further, Korea will enhance intellectual property protection increasing
Korean patients' access to the most innovative medicines. This will
support ongoing investment in research and development by pharmaceutical
companies,"" he said.

Meanwhile, South Korean health and welfare minister Byun Jae-jin said in
a press conference last week: ""[The FTA] could serve as stepping stones
for tapping overseas markets as Korea already stands as the world's
10th-largest pharmaceuticals producer.""

Prior to the deal, South Korea had a somewhat monopolized system over
drugs, unlike the market-based system in the US, whereby the South
Korean Government decided on the pricing and reimbursement process for
pharmaceutical products.

This system has been argued to be discriminatory and non-transparent.

But the opening up of the system, while being heralded as a significant
step forward, has provoked concerns within the domestic industry which
have been exacerbated by potential future trade deals with Canada and
the EU.

To counteract the anticipated competitive damage to the domestic
pharmaceutical industry, the South Korean Ministry of Health and Welfare
announced the cash injection would take place over 10 years as a
three-phase investment plan, beginning next year.

The focus would be in the areas of new drug development and
strengthening related infrastructure, increasing exports and improving
manufacturing practices.

About 810 billion won will be invested in research and development, 180
billion won for new infrastructures, and 44 billion won used to support
companies' exports and related overseas marketing during the 10 years.

Following the FTA, Business Monitor International estimates the value of
the South Korean pharmaceutical market to be worth $21.6bn by 2011.

The signed agreements now have to be ratified by the respective
countries legislative bodies.

If ratified, the agreement could generate $20bn in bilateral trade in
coming years.

--
Mike Palmedo
Research Coordinator
Program on Information Justice and Intellectual Property
American University, Washington College of Law
4910 Massachutsetts Ave., NW Washington, DC 20016
T - 202-274-4442 | F 202-274-0659
mpalmedo@wcl.american.edu


_______________________________________________
Ip-health mailing list
Ip-health@lists.essential.org
http://lists.essential.org/mailman/listinfo/ip-health

",0,TREC-07,[Ip-health] Korean govt to subsidize local generics to help them cope w/ Korus FTA,0
"URL: http://www.newsisfree.com/click/-2,8655713,215/
Date: 2002-10-08T03:30:53+01:00

*Afghanistan: *In his final report one year from the beginning of the US 
campaign *Rory McCarthy* finds mounting anger at the military presence.",0,Assassin,Dawn raids stoke fires of resentment,0
"Hello Team,

Please find attached the agenda for our upcoming meeting scheduled on Friday at 10 AM.
Make sure to review the documents and prepare any updates on your projects.

If you have any questions, feel free to reach out.

Best regards,
Project Coordinator
",0,Other1,[Team Meeting] Agenda and Notes for Friday,1
"The IT department will perform routine server maintenance on Saturday from 1 AM to 5 AM.

During this time, access to internal applications may be temporarily unavailable.

For details, visit:

http://it-support.company.com/maintenance

We appreciate your understanding.

",0,TREC-07,Scheduled System Maintenance Notification,1
"The IT department will perform routine system maintenance on April 15th from 1:00 AM to 5:00 AM.

All services will be temporarily unavailable during this time.

Please save your work and log off before the maintenance window.

For more details, visit

http://intranet.company.com/maintenance

Thank you for your cooperation.

",1,TREC-07,Monthly system maintenance scheduled - April,1
"Dear user,

We have detected suspicious activity on your account. To ensure your security, please verify your details immediately by clicking the link below:

http://secure-verification-login.com

Failure to do so will result in account suspension.

Thank you for your prompt attention.

Support Team
",1,Assassin,Urgent: Verify your account to avoid suspension,1
"
[]

I've not only made the Tower grow. If he wants me, that is.
First, the subroutine prepares the common dialog box to display only 
movie files. However, since there are millions of possible 
configurations, we have created this check so you can be sure that 
X-Setup Pro works the way you expect it.
This property is only for the object inspector. For example 
""(foo)+foobar"" could never match.
As a result of this call, bx points to the end of the loaded sector. 
Represents the entry at the specified index of the.
JPG 112298 02-11-96 GALTM036. Support for other Unix platforms as well.
I agreed to do that, you know. To calculate and represent the square 
root of a negative number, complex arithmetic must be used.
It was anger for the relentless force of evolution that insisted on 
endowing man with increased powers without removing the vestigial 
vices that prevented him from using them. This variable is used in a 
timer procedure that retrieves the current media position (or elapsed 
rendering time).
I spotted her with my beam. The scripting language used in Frontier, 
a cross-platform web content management product.
Washington White revelled in it. Thank goodness you didn't go to 
Runkle's room.
The whole package is distributed on one CD, ready to install on any 
x86-based computer. Dwarves from the town were busy setting up tables 
and tents.
To print or work with complete content. Deleting a row that does not exist.
Undelete a note from Trash. I squeezed his neck and rammed my knee 
into his backbone and dug it in.",1,TREC-07,"With a grimace Mat stepped off into the mud, half carrying the gleeman.",0
"The Canadian Healthcare online store offers you to switch to real safety while buying drugs. We get our pills straight from the manufacturer's plant so they don't go through the hands of any middlemen.

Don’t put your health and the health of your relatives in danger
http://mineintuition.com

Verified by VISA and sell FDA Approved Pills only.

",1,CEAS-08,Online Drugstore Announce Discounts,0
"Dear winner,

Congratulations! You have been selected for an exclusive cash prize of $5000.

To claim, please visit the secure link below and provide your details:

http://secureprizes.net/claim

Act fast, this offer expires in 48 hours.

Best regards,
Prize Support Team

Note: This is an automated message. Do not reply.",1,Assassin,Re: Urgent - Claim your prize now!,1
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. PARIS HILTON TAKES ON MCCAIN http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/wynter.paris.hilton.ad.cnn Paris Hilton swings back at Republican presidential candidate John McCain. Kareen Wynter reports. 2. BIKINI BARISTA STAND CLOSED http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/pkg.bikini.baristas.barred.kiro 3. TOT GRANDMA REACTS TO CHARGES http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/grace.mom.charged.cnn 4. MAGGOTS: THE NEW ANTIBIOTIC? http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/mcginty.uk.maggot.antibiotic.itn 5. ON YOUR MARK, GET SET, FLOAT! http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/vo.in.balloon.race.wxin 6. 'LOVE TRIANGLE MURDER' http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/dcl.london.in.session.trial.update.insession 7. TERI GARR'S DECADES OF HIDING http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/gupta.teri.garr.cnn 8. FAKE SEX AD DRAWS LAWSUIT http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/06/dnt.wa.sex.ad.lawsuit.komo 9. 'WE NEED AN ECONOMIC SURGE' http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.mccain.econo.surge.cnn 10. OBAMA GOT HIT IN THE HEAD? http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.obama.asked.why.running.cnn TOP 10 STORIES 1. N. DAKOTA'S REAL-LIFE JED CLAMPETT http://www.cnn.com/2008/LIVING/wayoflife/08/05/oil.boomtown/index.html In the midst of a N. Dakota oil boom, a man born during the Great Depression is making a fortune after striking oil on his property. 2. OBAMA'S UPHILL POLLING BATTLE http://www.cnn.com/2008/POLITICS/08/06/obama.polls/index.html 3. D.A.: SEX CASE ABOUT 'PURE EVIL' http://www.cnn.com/2008/CRIME/08/06/sex.club.trial.ap/index.html 4. ANOTHER SIDE OF AMY RAY http://www.cnn.com/2008/SHOWBIZ/Music/08/06/amy.ray/index.html 5. COMMENTARY: BILL CLINTON'S UPSET http://www.cnn.com/2008/US/08/06/martin.billclinton/index.html 6. WOMEN DRIVEN TO DONATE EGGS http://www.cnn.com/2008/HEALTH/08/05/selling.eggs/index.html 7. ANTHRAX SUSPECT CALLED MISLEADING http://www.cnn.com/2008/CRIME/08/06/anthrax.case/index.html 8. MOUNTAIN LION IN BEDROOM KILLS DOG http://www.cnn.com/2008/US/08/06/mountain.lion.ap/index.html 9. REPORTS: MISTAKES DOOMED UTAH MINE http://www.cnn.com/2008/US/08/06/utah.mine.anniv.ap/index.html 10. BIN LADEN'S FORMER DRIVER GUILTY http://www.cnn.com/2008/CRIME/08/06/hamdan.trial/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=cormack@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,CNN.com Daily Top 10,0
"All departments are requested to submit their financial reports for Q2 by July 15th.

Please upload documents through the secure portal:

https://finance.company.com/upload

Contact finance@company.com for assistance.

",1,TREC-07,Quarterly financial report submission deadline,1
"


THE HOTTEST ALERT...

S.ymboL: UTEVCurrent: $0.008 1 Day Target price: $.06Action: Aggresive Buy/Hold!!!


Watch out! This sym is going to explode! Take it to your portfolio immediately!

See bullish news online right now, the00, call broker...

",1,TREC-07,That to burke,0
