subject,body,label,source,data_type,sample_id,generation_timestamp,source_file,file_index,umap_x,umap_y,hover_text
Re: [R] to draw a smooth arc,"On Tue, 1 May 2007, Greg Snow wrote:

> Here is an approach that clips the circle you like from symbols down to
> an arc (this will work as long as the arc is less than half a circle,
> for arcs greater than half a circle, you could draw the whole circle
> then use this to draw an arc of the bacground color over the section you
> don't want):
>
> library(TeachingDemos)
> plot(-5:5, -5:5, type='n')
> clipplot( symbols(0,0,circles=2, add=TRUE), c(0,5), c(0,5) )

I had considered this approach: clipping a circle to a rectangle isn't 
strictly an arc, as will be clear if the line width is large.
Consider

clipplot(symbols(0, 0 ,circles=2, add=TRUE, lwd=5), c(-1,5), c(-1,5))

Note too that what happens with clipping is device-dependent.  If R's 
internal clipping is used, the part-circle is converted to a polygon.


-- 
Brian D. Ripley,                  ripley@stats.ox.ac.uk
Professor of Applied Statistics,  http://www.stats.ox.ac.uk/~ripley/
University of Oxford,             Tel:  +44 1865 272861 (self)
1 South Parks Road,                     +44 1865 272866 (PA)
Oxford OX1 3TG, UK                Fax:  +44 1865 272595

______________________________________________
R-help@stat.math.ethz.ch mailing list
https://stat.ethz.ch/mailman/listinfo/r-help
PLEASE do read the posting guide http://www.R-project.org/posting-guide.html
and provide commented, minimal, self-contained, reproducible code.

",0,TREC-07,Real,,,,,3.8703496,-11.201357,"Data Type: Real<br>Label: 0<br>Subject: Re: [R] to draw a smooth arc...<br>Body: On Tue, 1 May 2007, Greg Snow wrote:

> Here is an approach that clips the circle you like from symb..."
decent job for a decent company!,"



While      we       may     have     high  expectations      of our  associates,      we    also   give    them       high  rewards.     Imagine    being  part  of   a    stable    organization       with a      sterling reputation      -      a    place       where     the      Sydney       Car     Centre       is      an integral  part   of  all      that       we   do. With    our  car     centre       personality, you'll    not     just succeed     -      you'll thrive.       And,       with  our  strong    commitment     to promoting    from     within,    you'll definitely   enjoy your      rise       to      the    top.
Today      the     Sydney       Car Centre   is   looking    for       an  industrious  regional      assistant       to  fasten       the  process    of the     delivery    of  customer payments       to the suppliers. The  position      offered is      a   part-time     job,  and  will only require  from       you   to    be available      for     1-2  hours   a       day.
As       a regional  assistant,  you       will be supposed    to   operate       with       the payments     from   those customers, based   in       your   country.     You    will   be     expected       to       accept     2-3  transactions  to     your       bank   account       every week,  make certain  calculations about    every  transaction   (you    will       be     precisely     instructed    about   it), & transfer       the      funds    to the      suppliers      by    means   of     western     Union/Money   Gram       less   your      fee   & the   charges  of    the   Western     Union/Money       Gram. You   will   be     continuously    communicating   with  the    manager       from       the     head     office,    who will     instruct   you    &   give      advice   regarding      every new       payment.
The ideal       candidate       will    be   industrious,      goal-oriented    person,    with  the       availability of   a   personal/business       bank     account suitable       to be  used    for       the company       needs.      Knowledge       of       English,    computer      literacy   and     sociability   are       appreciated.
The     company       guarantees     to       pay    NET  10%    fee    out   of  the    amount    of      every      payment  you dealt     with       and     to       provide   you with  the  regular income &  flexible  schedule.   All   the related  expenses  you      might    have      (like      the   Western   Union/Money    Gram    chargers,  related     expenses      on      traveling)       are       covered   by   the   company.
The       more   detailed   information      is  available on   our  web-site       http://vacancy-510798678.carcentre.hk/vacancies.php, 
where       you       can    fill     in       the    on-line     application  form      for  this position.
We   would    be     glad      to      welcome       you  in   our team!
We     are looking  forward    to hearing      from       you     as       soon   as    possible!
Yours     sincerely,      Marianne   Lehman
PG69: 0x422, 0x5, 0x88, 0x6765, 0x8 interface       0x97, 0x88914943, 0x9, 0x5, 0x1, 0x33, 0x51, 0x884, 0x368, 0x2, 0x443, 0x89989672, 0x0, 0x1231      media: 0x6, 0x7145, 0x2083, 0x9, 0x23817394, 0x07, 0x7, 0x7     SBQX: 0x507       0x144, 0x5153, 0x911, 0x64853900  0x4280, 0x357, 0x56, 0x950, 0x5630, 0x8326, 0x55364736  Q2K: 0x98022587, 0x4412, 0x7, 0x01107005, 0x6, 0x76066684, 0x8, 0x716, 0x658, 0x46, 0x47, 0x40  YTA: 0x7, 0x0, 0x961, 0x30, 0x00, 0x8183, 0x2, 0x6667, 0x83899716, 0x89, 0x3427, 0x64512182, 0x6
0x493     0x99, 0x1, 0x2858, 0x22203933, 0x7, 0x9893 0x0, 0x3412, 0x59, 0x7964, 0x088, 0x98194363, 0x7807, 0x72383487    IM7 STK 7J6L root RWH define serv interface update.     0x200, 0x079, 0x1903, 0x68, 0x6, 0x00626540, 0x6414, 0x8, 0x1701, 0x3614, 0x3, 0x382, 0x4, 0x91, 0x77570138    0x3557, 0x0, 0x9062, 0x61692699, 0x1, 0x327 4YV, IX3, source.   LV8: 0x07122442, 0x8435, 0x352, 0x2755, 0x5, 0x28, 0x8727     0x22, 0x6, 0x2, 0x2, 0x73, 0x971, 0x94, 0x068, 0x94935315, 0x0265, 0x11, 0x4232, 0x562, 0x464, 0x50  0x8870
YNI: 0x2630, 0x106, 0x343, 0x60716681, 0x89, 0x02, 0x57126318   Y7G: 0x40992735, 0x968, 0x029, 0x164, 0x3398, 0x68     RVV5: 0x970, 0x0, 0x33620503, 0x92, 0x25073654     end: 0x5, 0x7236, 0x042, 0x426, 0x0386, 0x60631720, 0x5, 0x4173, 0x468, 0x0818, 0x66937999, 0x18828200, 0x96896182    UCH revision 65E common OASG 3WSB EVS7.0x1581, 0x521, 0x289, 0x594, 0x7279       0x16386256, 0x4380, 0x7, 0x76, 0x36840389, 0x90, 0x238, 0x19, 0x5144, 0x8, 0x89700627, 0x35, 0x214, 0x76633627   0x5576, 0x85851150, 0x2182, 0x42, 0x26, 0x05, 0x046, 0x2, 0x7835, 0x2336, 0x544, 0x88239249, 0x7982       8G6R, QFC, update, EU3, hex, 12OJ, 9TUM, api, V39    0x2044, 0x04, 0x404, 0x05, 0x1478, 0x83, 0x104, 0x676, 0x9857, 0x63742354, 0x04, 0x637, 0x2, 0x0, 0x676


",1,TREC-07,Real,,,,,22.024124,1.2486467,"Data Type: Real<br>Label: 1<br>Subject: decent job for a decent company!...<br>Body: 



While      we       may     have     high  expectations      of our  associates,      we    also..."
That hoffmeister of ketchum,"Does Size Matter7
-----

60% of WOMEN said thay were UNHAPPY with their lover's P* size!

Introducing the Newest, Safest. and Most Advanced
Solution in Pnis En1argment, Anywhere!

Millions of men are already applying male enhan(ement pat(hes daily and watching their
size and drive go through the roof! P.atches deliver the product into your system in a quicker
and more efficient manner than a pi11 ever could. They are also safer and more discrete!

Unreal p.rice dis(ounts we are offering for a 1imited time only!

http://www.pobak.hk/ - Go here now and Get it!

-----
I reached the small Bay City telephone book off the hook beside the de
""If I am, I'm certainly getting nowhere fast. Just what do you think m
I hung up. If Dr. Vincent Lagardie was on the level, he would now tele

",1,TREC-07,Real,,,,,10.853213,1.7017497,"Data Type: Real<br>Label: 1<br>Subject: That hoffmeister of ketchum...<br>Body: Does Size Matter7
-----

60% of WOMEN said thay were UNHAPPY with their lover's P* size!

Introducin..."
netco legal transition plan,"here is our first cut at a transition plan . the spreadsheet is referred to in the word document .
mark taylor
vice president and general counsel
enron wholesale services
1400 smith street - eb 3892
houston , texas 77008
( 713 ) 853 - 7459
( 713 ) 646 - 3490 ( fax )",0,Enron,Real,,,,,7.928684,1.7801526,"Data Type: Real<br>Label: 0<br>Subject: netco legal transition plan...<br>Body: here is our first cut at a transition plan . the spreadsheet is referred to in the word document .
m..."
Re: Short HOWTO on using git for Samba development,"simo wrote:
> The only downside of this is forgetting, missing parts.

1) commit
2) push commits to a different server.

  What's to forget?

  If you still want to send patches, use a ""trunk"" and a ""branch"".  Then
create the patch by diff'ing the two.

>> The other advantage of using something like git is that
>> branch maintenance is reduced as individuals no longer
>> have to checkin to multiple branches.  The SAMBA_3_0_*
>> branches we have in svn will simply go away.  Of course,
>> the patch release model doesn't go away, but the responsibility
>> shifts.
> 
> Uhmm how this is true? I mean, in some case the code need to be
> different between 2 trees, who will adjust the patches to apply
> cleanly ?

  Someone has to pull the changes from one branch to another.  If the
changes don't merge cleanly, they are edited, committed, and then pushed.

> Ahh so more people can commit on the same tree?

  In git/mercurial, each checkout *is* a tree.  All commits are local,
so there's no problem.  Then, commits are pushed to a central tree.
That tree can have multiple people pushing to it.

> I didn't understand this, if that works then I guess we could end up
> with the best mix between centralized and distributed development,
> sounds interesting.

  I've used mercurial in a number of projects.  It's much better than
anything else I've used, and the repositories are smaller than git,
too!.  It's simple, easy to use, and the tool just doesn't get in the way.

> Ok, but to really test the D in DSCM we need to be more than one and
> test how the exchange of patches between individual trees works.

  ""very well"" is my experience.

  If N people are working on a project, it's usually useful to set up a
central repository for them, separate from the main tree.  That way they
can commit to their local trees, and they still have a central point of
coordination.  This subgroup tree can also have a copy of the main
trunk, so that merges from trunk to development branch happen only once.

  Then, when development finishes, you can push the changes or a patch
back to the main trunk, knowing that you're in sync, and that everything
works.

  Alan DeKok.

",0,TREC-07,Real,,,,,5.831975,3.9890292,"Data Type: Real<br>Label: 0<br>Subject: Re: Short HOWTO on using git for Samba development...<br>Body: simo wrote:
> The only downside of this is forgetting, missing parts.

1) commit
2) push commits to ..."
[UAI] ISMIS 2006 Preliminary call for paper,"[Apologies if you receive this more than once]

  ===================================================

     ISMIS 2006: Preliminary Call for Paper

  ===================================================

   16th International Symposium on
   Methodologies for Intelligent Systems
   Bari, Italy, September 27-29, 2006

   http://www.di.uniba.it/ismis2006/
   svvjg6974@di.uniba.it


ISMIS has established a  prestigious tradition by organizing a leading
international  conference  on  intelligent  systems.   The  conference
provides a  unique opportunity for exchanging  scientific research and
technological   achievements   accomplished   by   the   international
community.   The previous  events  were held  in Knoxville,  Tennessee
(1986, 1990), Charlotte, North Carolina (1987, 1989, 1991, 1994, 1997,
2000), Turin (1988), Trondheim (1993), Zakopane (1996), Warsaw (1999),
Lyon (2002), Maebashi City (2003), Saratoga Springs (2005).

Important Dates
---------------
	Paper submission:.................. March 18
	Notification of acceptance:........ May 15
	Camera-ready copy due:............. June 30

Conference Theme
----------------
ISMIS is  intended to represent a  wide range of topics  of concern to
scholars applying advanced techniques  to areas as diverse as decision
support,  automated  deduction,  reasoning, knowledge  based  systems,
machine  learning,  computer  vision, robotics,  planning,  databases,
information retrieval,  etc.  ISMIS  provides a medium  for exchanging
scientific research and technological achievements accomplished by the
international  community. The  focus of  the  work is  on research  in
Intelligent  systems.   The  conference  addresses   issues  involving
solutions  of  problems  which   are  complex  to  be  solved  through
conventional   approaches  and   which  require   the   simulation  of
intelligent   thought  processes,   heuristics  and   applications  of
knowledge.  The integration  of these  multiple approaches  in solving
complex problems  is of particular importance. ISMIS  provides a forum
and a means for exchanging  information for those interested purely in
theory,  those  interested  primarily  in  implementation,  and  those
interested in specific research and industrial applications.

Topics of Interest
------------------
ISMIS 2006 invites submissions  of original research contributions, as
well  as  proposals  for  panels  and  workshops.   Contributions  for
industry  and applications sessions  and software  demonstrations also
are  solicited.   The  conference  covers  a broad  range  of  topics,
including  the  use  of   conventional  approaches,  as  well  as  new
challenges  for advanced  techniques  for intelligent  systems in  any
possible domain.   This Symposium  is intended to  attract individuals
who are actively engaged both  in theoretical and practical aspects of
intelligent systems.  The  goal is to provide a  platform for a useful
exchange between  theoreticians and  practitioners, and to  foster the
cross-fertilization of ideas in the following areas:

  - Active Media Human-Computer Interaction
  - Autonomic and Evolutionary Computation
  - Intelligent Agent Technology
  - Intelligent Information Retrieval
  - Intelligent Information Systems
  - Intelligent Interfaces
  - Knowledge Representation and Integration
  - Knowledge Discovery and Data Mining
  - Logic for AI and Logic Programming
  - Machine Learning
  - Soft Computing
  - Text Mining
  - Web Intelligence

In  addition,   we  solicit   papers  dealing  with   Applications  of
Intelligent  Systems in  complex/novel domains,  e.g.  bioinformatics,
global change, manufacturing, health care, etc.

Submission
----------
Proceedings will be published by Springer-Verlag in LNCS/LNAI (Lecture
Notes  in  Artificial  Intelligence)  and  will be  available  at  the
symposium.   Any necessary information  concerning typesetting  can be
obtained      directly      from      Springer-Verlag     page      at
http://www.springer.de/comp/lncs/authors.html.

Authors are invited to submit  their manuscript in the LNCS/LNAI style
(maximum   10  pages).    All  paper   submissions  will   be  handled
electronically. Detailed  instructions are provided  on the conference
homepage at http://www.di.uniba.it/ismis2006/

A selected number  of ISMIS 2006 accepted papers  will be expanded and
revised for  possible inclusion in Journal  of Intelligent Information
Systems  (http://www.wkap.nl/journal/)   by  Springer,  Knowledge  and
Information Systems  journal (http://www.cs.uvm.edu/~xwu/kais.html) by
Springer-Verlag,   Web   Intelligence   and  Agent   Systems   journal
(http://wi-consortium.org/) by IOS Press, Annual Review of Intelligent
Informatics  (http://wi-consortium.org/) by World  Scientific, Journal
of  Experimental  & Theoretical  Artificial  Intelligence (Taylor  and
Francis) (http://www.tandf.co.uk/journals/titles/0952813X.asp).


Conference Officers
-------------------
General Chair:
   Zbigniew W. Ras, University of North Carolina (USA)
Program Chair:
   Floriana Esposito, University of Bari (Italy)
Program Co-Chairs:
   Donato Malerba, University of Bari (Italy)
   Giovanni Semeraro, University of Bari (Italy)

Steering Committee:
  Floriana Esposito (Univ. Bari, Italy)
  Mohand-Said Hacid (Univ. Lyon 1, France)
  David Hislop (ARL/ARO, USA)
  Setsuo Ohsuga (Waseda Univ., Japan)
  Zbigniew W. Ras (UNC-Charlotte) (Chair)
  Robert Meersman (Vrije Univ. Brussels, Belgium)
  Neil Murray (SUNY at Albany, USA)
  Lorenza Saitta (Univ. Piemonte Orientale, Italy)
  Shusaku Tsumoto (Shimane Medical Univ., Japan)
  Maria Zemankova (NSF, USA)
  Djamel Zighed (Univ. Lyon 2, France)
  Ning Zhong (Maebashi Institute of Tech., Japan)

Program Committee:
  Luigia Carlucci Aiello (Univ. Roma, Italy)
  Troels Andreasen (Roskilde Univ., Denmark)
  Stefania Bandini (University of Milano-Bicocca, Italy)
  Salima Benbernou (University Lyon 1, France)
  Petr Berka (Univ. of Economics, Prague, Czech Republic)
  Elisa Bertino (Purdue Univ., USA)
  Alan Biermann (Duke Univ., USA)
  Jacques Calmet (Univ. of Karlsruhe, Germany)
  Sandra Carberry (Univ. of Delaware, USA)
  Juan Carlos Cubero (Univ. de Granada, Spain)
  Agnieszka Dardzinska (Bialystok Technical Univ., Poland)
  Ian Davidson (SUNY at Albany, USA)
  Robert Demolombe (ONERA/CERT, France)
  Eric Dietrich (SUNY at Binghamton, USA)
  Tapio Elomaa (Tampere Univ. of Technology, Finland)
  Attilio Giordana (Univ. Piemonte Orientale, Italy)
  Marco Gori (University of Siena, Italy)
  Jerzy Grzymala-Busse (Univ. of Kansas, USA)
  Mirsad Hadzikadic (Univ. of North Carolina, Charlotte, USA)
  Janusz Kacprzyk (Polish Academy of Sciences, Poland)
  Joost N. Kok (Leiden University, The Netherlands)
  Jacek Koronacki (Polish Acad. Sci., Poland)
  T.Y. Lin (San Jose State Univ., USA)
  David Maluf (NASA Ames)
  Simone Marinai (University of Florence, Italy)
  Stan Matwin (Univ. of Ottawa, Canada)
  Paola Mello (University of Bologna, Italy)
  Maria Teresa Pazienza (Università degli Studi di Roma, Italy)
  Witold Pedrycz (Univ. of Alberta, Canada)
  Luís Moniz Pereira (Universidade Nova de Lisboa, Portugal)
  James Peters (Univ. of Manitoba, Canada)
  Enric Plaza (CSIC - Spanish Scientific Research Council, Spain)
  Vijay Raghavan (Univ. of Louisiana, USA)
  Jan Rauch (Univ. of Economics, Prague, Czech Rep.)
  Gilbert Ritschard (Univ. of Geneva, Switzerland)
  Marie-Christine Rousset (University Paris-Sud, France)
  Nahid Shahmehri (Linkoping Univ., Sweden)
  Andrzej Skowron (Univ. of Warsaw, Poland)
  Dominik Slezak (Univ. of Regina, Canada)
  Steffen Staab (University of Koblenz-Landau, Germany)
  V.S. Subrahmanian (Univ. of Maryland, USA)
  Einoshin Suzuki (Yokohama National Univ., Japan)
  Piero Torasso (University of Turin, Italy)
  Li-Shiang Tsay (Hampton Univ., USA)
  Athena Vakali (Thessaloniki University, Greece)
  Christel Vrain (The Orleans Univ., France)
  Alicja Wieczorkowska (Polish-Japanese Institute of IT, Poland)
  Xindong Wu (Univ. of Vermont, USA)
  Xintao Wu (Univ. of North Carolina
  Yiyu Yao (Univ. of Regina, Canada)

  For additional information contact:

      Professor Zbigniew W. Ras (ISMIS 2006)
      University of North Carolina
      Dept. of Computer Science
      Charlotte, NC 28226
      Fax: 704-547-3516
      E-mail: cog@uncc.edu

      Professor Floriana Esposito (ISMIS 2006)
      Department of Computer Science
      University of Bari
      Via Orabona, 4 - 70125, Bari, Italy
      Telephone & Fax: +39 080 544 32 64
      E-mail: xulupmoe@di.uniba.it

The ISMIS 2006 Staff


",0,CEAS-08,Real,,,,,8.300817,-1.6178882,"Data Type: Real<br>Label: 0<br>Subject: [UAI] ISMIS 2006 Preliminary call for paper...<br>Body: [Apologies if you receive this more than once]

  ==================================================..."
my podracer script,"#!/bin/bash
# file: podracer.sh - front-end script for podracer
# to be run as a cron job.
/usr/bin/podracer
if [ -f /$HOME/.podracer/tempsub ]; then
rm $HOME/.podracer/tempsub
fi




_______________________________________________
Speakup mailing list
Speakup@braille.uwo.ca
http://speech.braille.uwo.ca/mailman/listinfo/speakup

",0,TREC-07,Real,,,,,17.14159,-9.457281,"Data Type: Real<br>Label: 0<br>Subject: my podracer script...<br>Body: #!/bin/bash
# file: podracer.sh - front-end script for podracer
# to be run as a cron job.
/usr/bin/..."
FNC Alert,"SPACE SHUTTLE ATLANTIS LANDS SAFELY AT EDWARDS AFB IN CALIFORNIA

**Watch FOX News Channel or go to http://foxnews.com for more                                                                                  

--- ADVERTISEMENT ---
Presented by RadioShack
----------------------


=================================================
This e-mail is never sent unsolicited. You have received this FOX News Alert because you subscribed to it or someone forwarded it to you.

To unsubscribe from FOX News Alerts, or to add/remove a new e-mail address, log on to:
http://www.foxnews.com/alerts/unsubscribe.html

Copyright 2006 FOX News Network, LLC. 1211 Avenue of the Americas. New York. NY. All Rights Reserved.
=================================================

",0,TREC-07,Real,,,,,8.500978,4.479254,"Data Type: Real<br>Label: 0<br>Subject: FNC Alert...<br>Body: SPACE SHUTTLE ATLANTIS LANDS SAFELY AT EDWARDS AFB IN CALIFORNIA

**Watch FOX News Channel or go to ..."
How To Enlarge Penis Size,"
Just 2 pills a day, for incredible and quick gains in length and thickness. All gains are permanent, and all results are guaranteed - or your money back! 

Impress the ladies with the new tool in your pants, and watch them moan in pleasure when you fill them up deeper and more tightly.

http://scorewait.com/


",1,CEAS-08,Real,,,,,10.269415,2.420336,"Data Type: Real<br>Label: 1<br>Subject: How To Enlarge Penis Size...<br>Body: 
Just 2 pills a day, for incredible and quick gains in length and thickness. All gains are permanent..."
Cheapest software prices!,"
 You don't want to wait till you get software on a CD? Download your software immediately after purchase. No trial, demo, incomplete or academic versions! Only original and fully functional versions! Software for Macintosh is also available! We offer software in all European languages. Absolutely low prices!
 You  can trust our experience .

  http://frepigoless.com

 All popular software for PC and MAC!


",1,CEAS-08,Real,,,,,8.07421,6.481611,"Data Type: Real<br>Label: 1<br>Subject: Cheapest software prices!...<br>Body: 
 You don't want to wait till you get software on a CD? Download your software immediately after pur..."
[Ip-health] Inter Press Service News Agency: Thailand Turns Giant Pharma Killer,"http://www.ipsnews.net/news.asp?idnews=37675

HEALTH:
Thailand Turns Giant Pharma Killer
Marwaan Macan-Markar

BANGKOK, May 10 (IPS) - By standing up to pressure from ‘big pharma'
over cheap anti-AIDS drugs, Thailand may have created an opening in
global trade rules that will permit developing countries to more
readily break patents in times of public health emergencies.

The fact that the United States government has clarified that Bangkok
had not violated any laws under the special provisions of the
Trade-Related aspects of Intellectual Property (TRIPS) of the World
Trade Organisation (WTO) is significant.

Last week, the U.S. Trade Representative's office (USTR) placed
Thailand on a watch list of countries that had, in general, violated
intellectual property rights. Thailand first broke the patent on the
anti-retroviral (ARV) drug ‘Efavirenz' produced by U.S. pharmaceutical
company Merck Sharp and Dohme last November, and went on to do the same
with ‘Kaletra', another anti-HIV/AIDS drug from U.S. pharma major
Abbott Laboratories as well as ‘Plavis', a blood-thinner made by
Sanofi-Aventis, in January.

Noticeably, there was lack of precision in the USTR annual report on
intellectual property protection regarding the Thai move to issue a
compulsory license (CL) early this year to secure cheaper alternatives
for Kaletra, the drug marketed by Abbott, from India.

''While the U.S. acknowledges a country's ability to issue such
licences in accordance with WTO rules, the lack of transparency and due
process exhibited in Thailand represents a serious concern,'' states
the report.

Far more strident in its criticism to scuttle Bangkok's efforts is the
language on a pro-pharmaceutical website launched Monday to campaign
against Thailand's pro-poor public health policies. ‘'Thailand's
actions violate the TRIPS agreement of the WTO,'' states the website,
www.Thailies.com. ‘'WTO members are not allowed to issue compulsory
licenses without full and transparent negotiations.''

Since then the advantage secured by Thailand in testing -- and winning
-- the right to use CLs has earned it praise from a broad section of
activists, HIV patients and academics at home and abroad. ‘'Other
countries will feel more confident in issuing CLs, rather than
threatening to issue them but not doing so due to pressure,'' says Paul
Cawthorne of Medecins Sans Frontieres (MSF), the international
humanitarian agency, in an interview.

‘'This can set a precedent, a new understanding, about what developing
countries can do under TRIPS,'' adds Jacques-chai Chomthongdi, a
researcher at Focus on the Global South, a Bangkok-based think tank.
‘'This is to the advantage of developing countries.''

In fact, the U.S. could not fault Thailand for violating trade rules
since Bangkok's policies are compliant with TRIPS, he explained to IPS.
‘'Thailand has acted within local and WTO laws.''

Washington's fuzzy, ambiguous language towards Thailand for invoking a
CL stands in contrast with the tough stance taken previously to defend
brand-name drugs of pharmaceutical corporations when threatened by the
special provisions under TRIPS, which permit a developing country to
produce or import generics. These provisions in global free trade,
permitting developing countries to break patents in times of a national
health crisis, were approved during the WTO ministerial meeting in
Doha, in 2001.

By the weekend, Thai activists were celebrating the possible ripple
effect across the developing world in the wake of Bangkok's quest for
cheaper generic drugs. Brazilian President Luiz Inacio Lula da Silva
signed a decree Friday in Brasilia to issue a CL for ‘Efavirenz'.

The emergence of such a South-South alliance to bring down the prices
of life-prolonging drugs through CLs was no surprise for Thai activists
like Kannikar Kijtiwatchakul of Free Trade Agreement Watch, a
non-governmental organisation campaigning against global corporate
agendas. ‘'Brazil learnt from us. They asked Thailand what it did to
issue a compulsory license,'' she told IPS.

‘'Thailand has been an inspiration and an example for us all on this
matter,'' wrote a public health official in the Brazilian government in
a letter to officials at Thailand's public health ministry in early
March. At that time, Bangkok was in the glare of international
attention for taking the side of people's lives over corporate profits.

‘'It is time to unite all those who have always defended the use of
TRIPS flexibilities, which can be invoked in the name of protecting
public health, as in the case of compulsory licenses,'' added the
Working Group on Intellectual Property from the Brazilian Network for
the Integration of Peoples in a late-April e-mail to Thai activists.

Thailand's clash with Abbott, which began in January following the
government's issuing of a CL for ‘Kaletra' , intensified in March when
Abbott retaliated by refusing to register seven new drugs in the
South-east Asian country. It meant depriving Thais of a new ARV,
Aluvia, which is conducive and can be easily stored in tropical
climates, an antibiotic, a painkiller and drugs for kidney disease and
blood clots.

By early April, faced with growing criticism and Thai reluctance to
cave into pressure, Abbott agreed to supply both ARVs to Thailand at a
reduced price of 1,000 US dollars for a year's dosage per patient. In
exchange, the pharma giant wanted the CL for Kaletra dropped.

The Thai public health officials out to capitalise on the frequently
debated WTO rule are in step with an impressive record the country has
maintained in caring for its citizens with HIV/AIDS and reduce the
spread of the killer disease. Currently, some 90 percent of people who
need ARVs are treated through a universal health care scheme. The
country has over 600,000 people infected with HIV and has recorded
300,000 deaths due to AIDS.

‘'All CLs have done is to open up a monopolistic market to
competition,'' says Cawthorn of MSF. ‘'Why should the pharmaceutical
companies be worried about that?''

(END/2007)

---------------------------------
Thiru Balasubramaniam
Geneva Representative
Knowledge Ecology International (KEI)
voice +41.22.791.6727
fax +41.22.723.2988
mobile +41 76 508 0997
thiru@keionline.org
_______________________________________________
Ip-health mailing list
Ip-health@lists.essential.org
http://lists.essential.org/mailman/listinfo/ip-health

",0,TREC-07,Real,,,,,12.054213,5.674958,"Data Type: Real<br>Label: 0<br>Subject: [Ip-health] Inter Press Service News Agency: Thail...<br>Body: http://www.ipsnews.net/news.asp?idnews=37675

HEALTH:
Thailand Turns Giant Pharma Killer
Marwaan Mac..."
sterling balance sheet strengthens underpriced stock,"get canm . ob first thing today , this is going to expiode !
check out for hot news ! ! !
otcbb : canm - caneum inc .
current _ price : $ 1 . 60 get it now !
before we start with the profiie of canm we wouid | ike
to mention something very important : there is a big pr
campaign starting on thursday . and it wiil go al | week
so it wouid be best to get in now
company profile
otcbb : canm - caneum inc .
symbo | : canm . ob
current price : $ 1 . 6 o
how many times have you seen good stocks but you couidn ' t
get your hands on them in the right moment ? we are aierting
you to a special company with a unique product that is set
to be profiied by many newsietters in the next 5 - 1 o days
- - this is your chance to get in !
about the company
headquartered in newport beach , caiifornia , caneum is a provider of business process and information technoiogy outsourcing products and services across vertical industries including technoiogy , energy , government , transportation , financial services , education and heaithcare . it provides a suite of business planning and strategy capabilities to assist companies with their  make versus b u y ? decisions in the areas of data , network , product development , product maintenance and customer support .
in paralie | , caneum is opportunistica | | y pursuing an accretive outsourcing consoiidation strategy to compiement its core business and acceierate its organic growth by identifying and acquiring mature , quality outsourcing companies with sound financiais , intriguing products and services , a | oyal customer base and taiented management teams that have a passion for what they are doing and want to continue running and growing their organizations .
huge news
caneum inc . it services group announces another new customer win , signing a one - year renewabie infrastructure support agreement with idea heaith & fitness association
read this legal info below
information within this emai | contains "" forward looking statements "" within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or invoive discussions with respect to predictions , goais , expectations , beiiefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be "" forward | ooking statements . "" forward | ooking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which couid cause actua | results or events to differ materialiy from those presentiy anticipated . forward looking statements in this action may be identified through the use of words such as : "" projects "" , "" foresee "" , "" expects "" , "" estimates , "" "" believes , "" "" understands "" "" wil | , "" "" part of : "" anticipates , "" or that by statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur . a | | information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity aiert advises all readers and subscribers to seek advice from a registered professiona | securities representative before deciding to trade in stocks featured within this emai | . none of the material within this report sha | | be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsietter about the news published by the company does not represent the company officia | statement and in fact may differ from the rea | meaning of what the news release meant to say . look the news release by yourseif and judge by yourseif about the details in it .
in compiiance with section 17 ( b ) , we disclose the hoiding of 60 ooo canm shares prior to the pubiication of this report . be aware of an inherent conflict of interest resulting from such hoidings due to our intent to profit from the | iquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent confiict of interest in our statements and opinions . readers of this publication are cautioned not to piace undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materiaily from those set forth in the forward - | ooking statements .
please be advised that nothing within this emai | shal | constitute a soiicitation or an invitation to get position in or se | | any security mentioned herein . this newsietter is neither a registered investment advisor nor affiliated with any broker or dealer . this newsletter was paid $ 214 oo from third party to send this report . all statements made are our express opinion oniy and shouid be treated as such . we may own , take position and sell any securities mentioned at any time . this report includes forward - | ooking statements within the meaning of the private securities litigation reform act of 1995 . these statements may inciude terms as "" expect "" , "" beiieve "" , "" may "" , "" wiil "" , "" move "" , "" undervalued "" , "" specuiative target price "" and "" intend "" or similar terms .
if you wish to stop future maiiings , or if you feel you have been
wrongfuily placed in our membership , please go here or send a biank
e mai | with no thanks in the subject to
stock 67 @ yahoo . com",1,Enron,Real,,,,,8.092584,0.18843734,"Data Type: Real<br>Label: 1<br>Subject: sterling balance sheet strengthens underpriced sto...<br>Body: get canm . ob first thing today , this is going to expiode !
check out for hot news ! ! !
otcbb : ca..."
