subject,body,label,source,unique_id,outlier_votes,outlier_methods,pca_1,pca_2,tsne_1,tsne_2
[UAI] IEEE Data Mining 2005: Call for Participation,"[Apologies if you receive this more than once]
 
 =============================================
 IEEE Data Mining 2005: Call for Participation
 =============================================
 
 
 
 The 2005 IEEE International Conference on Data Mining (ICDM)
 to be held at the Inter-Continental Hotel, 2222 West Loop 
 South Houston, TX 77027, USA
 November 27th - 30th, 2005, invites you to attend.
 
 * On-line registration (and other information) is available at
   http://www.cacs.louisiana.edu/~icdm05/
   Register by October 22nd to get the early-bird rate!
 
 * Be sure to book hotel rooms by November 17, 2005 for discounted 
   rates. 
 Hotel Website: http://www.houston.intercontinental.com/
 The three letter code to get special rate, 
 during online booking is 'S07'.
 The code for phone booking is 
 'ICDM 2005' or 'IEEE ICDM 2005'
    
 ICDM received a total of 630 paper submissions this year, from which
 69 regular papers and 72 short papers were selected for presentation.
 These papers are listed in the conference program at the above
 conference website.
 
 Conference highlights include the following.
 
 * Four Invited Talks (November 28 - 30, 2005)
   (Abstracts and schedule available at ICDM'05 Website at 
    http://www.cacs.louisiana.edu/~icdm05/)
 
 1. ""Top 10 Data Mining Mistakes""
 
     Dr. John F. Elder IV
     Chief Scientist, Elder Research, Inc., USA
 
 2. ""The Million Book Digital Library Project: Research 
      Problems in Data Mining And Discovery""
 
      Dr. Raj Reddy (Turing Award Winner)
      Mozah Bint Nasser University Professor
      of Computer Science and Robotics
      Carnegie Mellon University, USA
 
 3. ""Graphical Models for Structure Extraction and 
     Information Integration""
 
      Dr. Sunita Sarawagi 
      Associate Professor
      KR School of Information technology
      IIT Bombay, India
 
 4. ""Efficient Indexing Technology for Data Mining of 
     Scientific Data""
 
      Dr. Arie Shoshani
      Senior Staff Scientist, NSERC
      Lawrence Berkeley National Laboratory, USA
 
 * Five Tutorials (Sunday, November 27, 2005)
   (More information available at ICDM'05 Website at 
   http://www.cacs.louisiana.edu/~icdm05/)
 
 Models and Methods for Privacy-Preserving Data Mining and Data
 Publishing, ICDM'05 Invited Tutorial
 by Johannes Gehrke (3 hours, in the morning) 
 
 Clustering with Constraints
 by Sugato Basu and Ian Davidson (3 hours, in the morning) 
 
 Bioinformatics and Bioimage Analysis
 by Chris Ding and Hanchuan Peng (3 hours 20 mins, in the afternoon)
 
 Mining and Searching of Graph-Structured Databases, 
 ICDM'05 Invited Tutorial, 
 by Jiawei Han, Xifeng Yan, and Philip Yu (3 hours, in the afternoon)
 
 DMX, XML for Analysis and SQL Server Data Mining Platform,
 ICDM'05 Invited Tutorial
 by Zhaohui Tang (7:00 pm ~10:00 pm). 
 Note: this tutorial is complimentary for all conference participants
 (without any charges).
 
 * Ten Workshops (Sunday, November 27, 2005):
   (More information available at ICDM'05 Website at 
   http://www.cacs.louisiana.edu/~icdm05/)
 
  1. Multiagent Data Warehousing and Multiagent Data Mining 
     (8:00 am ~12:45 pm)
  2. Optimization-based Data Mining Techniques with Applications
     (8:00 am~12:45 pm)
  3. Data Mining Case Studies and Practice Prize
     (1:15 pm ~ 6:00 pm)
  4. Temporal Data Mining: Algorithms, Theory and Applications
     (8:00 am~6:00 pm) 
  5. Knowledge Acquisition from Distributed, Autonomous, Semantically
     Heterogeneous Data and Knowledge Sources
     (1:15 pm ~6:00 pm)
  6. Computational Intelligence in Data Mining 
     (1:15 pm ~6:00 pm)
  7. Data Mining and the Grid (1:15 pm ~6:00 pm)
  8. Foundation of Semantic Oriented Data and Web Mining 
     (8:00 am~6:00 pm) 
  9. Mining Complex Data (8:00 am ~12:45 pm)
 10. Privacy and Security Aspects of Data Mining 
     (8:00 am ~ 12:45 pm)
 
 * One Panel (2:00 pm ~ 3:00 pm, Tuesday, November 29, 2005)
   (Panelists and topics information available at ICDM'05 Website at 
    http://www.cacs.louisiana.edu/~icdm05/)
 
   Data Mining -- Where to go?
   Panel Chair: Wen-Ran Zhang
 
 * 141 Technical Paper Presentations (November 28 - 30, 2005)
 
   There are 21 sessions on:
    Time Series,
    Clustering Schemes, 
    Pattern Analysis on Text and Structured Data, 
    Quality Assessment, 
    Spatial Data and Classification Schemes, 
    Preprocessing Techniques and Feature Selection, 
    Learning Techniques, 
    Data Representation, 
    Security and Privacy, 
    Bio-Medical and Social Data Mining Applications, 
    Statistical Methods, 
    Web Data Mining Applications, Tools and Algorithms, 
    Data Mining Applications, and 
    Optimization Techniques.
 
 
 
 
_______________________________________________
uai mailing list
faq@ENGR.ORST.EDU
https://secure.engr.oregonstate.edu/mailman/listinfo/uai


",0,CEAS-08,66,3.0,"distance_to_synthetic, dbscan, statistical",1.454145,-2.4938922,19.358465,-60.683304
TripTracker Capability,"








I
have purchased a TripTracker license for two of the websites that I manage. The
software works as promised, and makes a wonderful addition to the website.
Thank you for a great product.
 
The
reason for the email is ask about a capability. I would like to add TripTracker
to a third website, but that application calls for the use of some background
music as the photos display. Is there a way with TripTracker, or via some outboard
technique, to have background music, e.g. MP3 tracks?
 
Joe



",0,CEAS-08,68,2.0,"dbscan, pca_visual",5.001271,13.122653,2.277415,60.374763
Re:,"
Love is the beginning of all the joy which nature has store for us. http://s.dictionarybrown.com


",1,CEAS-08,69,4.0,"distance_to_synthetic, dbscan, statistical, tsne_visual",-1.7499341,-0.95135957,13.433285,-81.80686
Unbelievably cheap high fashion watch,"This store brings to you a wide variety of ritzy watches, jewelry and accessories http://dearplay.com/",1,CEAS-08,72,3.0,"distance_to_synthetic, dbscan, statistical",1.181101,0.30327594,-7.0400467,17.05801
buildbot failure in t-feisty-561,"The Buildbot has detected a new failure of t-feisty-561.
Full details are available at:
 http://buildbot.spamassassin.org:8010/t-feisty-561/builds/150

Buildbot URL: http://buildbot.spamassassin.org:8010/

Buildslave for this Build: t-feisty-561

Build Reason: 
Build Source Stamp: HEAD
Blamelist: jm

BUILD FAILED: failed test

sincerely,
 -The Buildbot


",0,CEAS-08,77,2.0,"tsne_visual, pca_visual",-14.597881,0.8568198,-91.15704,-11.28955
[UAI] ICML 2007 Call for Workshop Proposals,"-----------------------------------------------------------------
 	ICML07 Second Call for Workshop Proposals

Your help with circulating this announcement locally is much
appreciated. Apologies for multiple postings.
-----------------------------------------------------------------

The ICML-2007 Organizing Committee invites proposals for workshops to
be held at the 24th International Conference on Machine Learning
(ICML-2007), on Sunday, June 24, 2007 at Oregon State University,
Corvallis, Oregon, U.S.A.

Workshops provide organizers and participants with an opportunity to
focus intensively on a specific topic in machine learning or a closely
related area. Workshops can choose to concentrate on emerging research
topics, but can also be devoted to application issues, or to questions
concerning the economic and social aspects of machine learning and
data mining. Successful proposals should propose topics of importance
that will draw a reasonably large set of participants from the machine
learning, and possibly other, communities.

Proposal Due Date: February 16 2007
Acceptance notification: February 23 2007

Guidelines for writing and submitting a proposal can be found at
http://web.engr.oregonstate.edu/~afern/icml07/workshops.html
_______________________________________________
uai mailing list
faq@ENGR.ORST.EDU
https://secure.engr.oregonstate.edu/mailman/listinfo/uai


",0,CEAS-08,88,3.0,"distance_to_synthetic, dbscan, statistical",0.23728031,0.644141,-37.6349,14.360957
Guaranteed,"
Dear 76f40b50e1cae5cb5d8b6a4b0dff2480

Summer is a great time to take a  break off at work and think about your health & personal life.

And we are glad to assist you with it.

 From now on till 30th of September you can use our particular offer.

Visit our site for further details.

answerdry.com

6 Aug 2008 18:13:54


",1,CEAS-08,89,2.0,"tsne_visual, pca_visual",-14.597881,0.8568198,-96.86082,-3.024895
Re: [Python-Dev] C-API status of Python 3?,"On 3/2/08, Christian Heimes  wrote:
>
> Alex Martelli wrote:
> > Yep, but please do keep the PyUnicode for str and PyString for bytes
> > (as macros/synonnyms of PyStr and PyBytes if you want!-) to help the
> > task of porting existing extensions... the bytearray functions should
> > no doubt be PyBytearray, though.
>
>
> Yeah, we've already planed to keep PyUnicode as prefix for str type
> functions. It makes perfectly sense, not only from the historical point
> of view.
>
> But for PyString I planed to rename the prefix to PyBytes. In my opinion
> we are going to regret it, when we keep too many legacy names from 2.x.
> In order to make the migration process easier I can add a header file
> that provides PyString_* functions as aliases for PyBytes_*


+1 on only doing this via a header that must be explicitly included by
modules wanting the compatibility names.
",0,CEAS-08,96,3.0,"distance_to_synthetic, dbscan, statistical",3.2266574,-7.546691,-3.2758517,-18.33128
CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email676@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,99,3.0,"distance_to_synthetic, dbscan, statistical",3.4597352,-9.146774,-6.765733,-22.472393
[SM-USERS]  Unknown Date,"
When I send a message from SquirrelMail 1.4.14[SVN] to my SpamCop account, it
arrives with an ""Unknown Date"" in the Inbox view.  When I open the message,
the date appears fine.  Here is the date header from the message:

Date:   	Sat, 16 Feb 2008 13:16:33 -0500 (Eastern Standard Time)

Something needs to be ""tweaked"" but I'm not sure what.

-- 
View this message in context: http://www.nabble.com/Unknown-Date-tp15560818p15560818.html
Sent from the squirrelmail-users mailing list archive at Nabble.com.


",0,CEAS-08,100,2.0,"dbscan, tsne_visual",1.7308182,-2.6043448,6.849723,-74.76924
Best way to cure yourself,"V ht ia qeo gr iy a's H lvb ea vqz rtf ev elt Benefit

V ls ia df gr whv a may have more benefits than spicing up love lives.
Last Thursday, researchers at VCU's M dus ed aoo ic vl al College of
Virginia published an online study linking the popular
im kc po rhr te zji nce d fho ru hw g with heart protection.
The study showed that V sj ia phu gr oaa a, the No. 1 d og ru wc g used to treat e rn re gqm ct sht ile
di mq sf cx unc aw tion in men, triggers the release of a chemical
known as n vfu it tmy ric oxi gcn de, which reduces damage in heart muscles
during heart attacks.
We offer you V dqr ia je g lb ra for panic prices and provide you privacy and result.

To learn more, vi ak sit the si vh te!    http://wcxoah.forcefound.com/?fta

Marisol Hager",1,CEAS-08,103,3.0,"distance_to_synthetic, dbscan, statistical",-1.5391594,0.9854465,-40.68838,13.804024
Re: [Python-Dev] 2.6 and 3.0 tasks,"On Sun, Mar 16, 2008 at 11:57 AM, Benjamin Peterson
 wrote:
[Guido]
> > That's a rather long thread. Was any conclusion reached? I'm not sure
> > how introducing a set of aliases will help merging 2.6 code to 3.0.
> > Can you or Christian describe the proposed approach in more detail?

> As far as I can see, no objections were raised in that thread.

Hm. I had wanted to register a complaint, but I guess I was too busy.

> Christian explained the probable approach:
> http://mail.python.org/pipermail/python-dev/2008-March/077362.html

That's not much of a plan. It doesn't discuss any of the effects of
the proposed change on merging code from the 2.6 trunk to the py3k
branch.

On Sun, Mar 16, 2008 at 12:09 PM, Christian Heimes  wrote:
> Guido van Rossum wrote:
>  > -1. This will make merging code from 2.6 harder, and causes more work
>  > for porting C extensions.
>
>  I'm happy to pay the price for the sake of a clean and easy-to-recall C
>  API.
>
>  The for the C extension problem I already proposed a solution in the
>  thread Benjamin mentioned before.
>
>  #include ""Python.h""
>  #if PY_VERSION_HEX > 0x03000000
>   #include ""python2_compat.h""
>  #endif
>
>  Where python2_compat provides aliases for PyInt and PyString:
>
>  #define PyInt_Spam PyLong_Spam
>  ...
>  #define PyString_Egg PyBytes_Egg

So this doesn't address merges at all. Suppose we have some C code
that's shared between 2.6 and 3.0 and manipulates binary data (e.g.
the gzip codec). It currently uses PyString on both branches, so any
changes to the trunk merge smoothly into the py3k branch. But if you
change PyString -> PyBytes in the py3k branch, every change you make
in the 2.6 code will cause a merge conflict. Is that really what you
want? I worry that it will effectively separate the trunk and the py3k
branch, losing the advantage of doing development that effects both at
once.

-- 
--Guido van Rossum (home page: http://www.python.org/~guido/)
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com


",0,CEAS-08,110,3.0,"distance_to_synthetic, dbscan, statistical",2.6407042,1.0324218,45.075264,26.980143
Confirm reset of password for Tracker,"
Someone, perhaps you, has requested that the password be changed for your
username, ""anadelonbrin"". If you wish to proceed with the change, please follow
the link below:

  http://bugs.python.org/user?@template=forgotten&@action=passrst&otk=2XFcrBLUrTrEuQ3wAZtOQR07jhT3xMGg

You should then receive another email with the new password.



",0,CEAS-08,118,3.0,"dbscan, tsne_visual, pca_visual",5.798447,12.022211,3.3801503,73.61713
